isbn13,title,authors,categories,description,published_year,average_rating,num_pages,ratings_count
,Kehī cintana,Ramā Śarmā,Nepali Literature,Articles on Nepali literature.,1991,0.0,172,0
,Cintana ra samālocanā,Cūḍāmaṇi Regmī,Nepali Literature,Articles on contemporary Nepali literature.,2002,0.0,104,0
,Kr̥ti-vivecanā,Rañjusrī Parājulī,Nepali Literature,Articles on contemporary Nepali literature.,1999,0.0,143,0
,"Kehī rekhāṅkana, kehī samālocanā",Sarad Kumar Chhetri,Nepali Literature,"A Nepali literary work titled 'Kehī rekhāṅkana, kehī samālocanā' by Sarad Kumar Chhetri, featuring the stories, culture and voice of Nepal.",1980,0.0,103,0
,"Pratikriyā pani, vivecanā pani",Sarad Kumar Chhetri,Nepali Literature,Articles on Nepali literature.,1991,0.0,106,0
,Kehī sāhityika adhyayana ra mūlayāṅkana,Mananārāyaṇa Pradhāna,Nepali Literature,Literary criticism on Nepali literature.,1991,0.0,108,0
,Kr̥tī ra kr̥ti,Cūḍāmaṇi Regmī,Nepali Literature,Articles on Nepali literature.,2000,0.0,0,0
,Pārakha prayatna,Śailenduprakāśa Nepāla,Nepali Literature,Literary criticism on Nepali literature.,1998,0.0,242,0
,Cintana ra samālocanā,Cūḍāmaṇi Regmī,Nepali Literature,"A Nepali literary work titled 'Cintana ra samālocanā' by Cūḍāmaṇi Regmī, featuring the stories, culture and voice of Nepal.",2002,0.0,104,0
,Vāisa samālocanā,Cūḍāmaṇi Regmī,Nepali Literature,"Articles on the works of Nepali author from Jhapa District, Nepal.",2000,0.0,75,0
,Samakālīna samālocanā sidhdānta ra prayoga,Mohan Raj Sharma,Nepali Literature,Contemporary literary criticism on Nepali literature.,1998,0.0,651,0
,Nepālī sāhityakā bhaupvālaharū,Jīvana Nāmadunga,Nepali Literature,Study on the Nepalese literary developments in Darjeeling and Sikkim areas.,1978,0.0,176,0
,Nepālī sāhitya,Ram Dayal Rakesh,Nepali Literature,Criticism on Nepali literature.,1998,0.0,208,0
,Ḍā. Īśvara Barālako Suvānandadekhi Śambhuprasādasamma,Īśvara Barāla,Nepali Literature,Literary criticism on the works of Nepali authors.,1998,0.0,348,0
,Nepālī sāhityako paricayātmaka itihāsa,Ghanaśyāma Nepāla,Nepali Literature,History of Nepali literature.,1991,0.0,150,0
,Rūpa ra rekhāharū,Ghanaśyāma Nepāla,Nepali Literature,Literary criticism of Nepali literature.,1996,0.0,153,0
,Nepālī sāhityakā pramukha samālocaka,Narendrarāja Prasāī,Nepali Literature,On the works of selected Nepali critics.,1997,0.0,156,0
9789993311379.0,Nepālī sāhityakā samālocaka ra samālocanā,Narendrarāja Prasāī,Nepali Literature,Articles on modern Nepali literature; includes works of selected Nepali critics.,2000,0.0,400,0
,Nepālī sāhityako vikāsamā Sikkimakā saṅghasaṃsthāharūko yogadāna,Udaya Kshetrī,Nepali Literature,Contributions of literary organizations in Sikkim towards the development of Nepali literature in India.,1999,0.0,129,0
,Līlā lekhana,Kr̥shṇa Dharāvāsī,Nepali Literature,Study on 20th century Nepali literature.,1996,0.0,109,0
,Khojī ani vyākhyā,Śaradcandra Śarmā,Nepali Literature,"Articles, previously published in various journal, chiefly on Nepali literature.",2000,0.0,242,0
,Nepālī sāhityako itihāsa,Śaradcandra Śarmā,Nepali Literature,"A Nepali literary work titled 'Nepālī sāhityako itihāsa' by Śaradcandra Śarmā, featuring the stories, culture and voice of Nepal.",1981,0.0,365,0
,"Nepālī vāṅmaya, kehī khojī, kehī vyākhyā",Śaradcandra Śarmā,Nepali Literature,Articles on the history of Nepali literature.,1987,0.0,272,0
,Ojhelamā parekāharū,Śaradcandra Śarmā,Nepali Literature,Articles on the works of selected Nepali authors.,1999,0.0,234,0
,Sandr̥shṭi,Kr̥shṇahari Barāla,Nepali Literature,Articles on the works of selected Nepali authors.,1998,0.0,180,0
,Pushpāñjali,Hemarāja Jñavālī,Nepali Literature,Articles on the works of prominent Nepali authors.,2000,0.0,171,0
,Ādhunika ālocanā,Kr̥shṇa Gautama,Nepali Literature,On Nepali literary criticism.,1993,0.0,514,0
,Anubhava ra ān̐khāharū,Ravilāla Adhikārī,Nepali Literature,"A Nepali literary work titled 'Anubhava ra ān̐khāharū' by Ravilāla Adhikārī, featuring the stories, culture and voice of Nepal.",1989,0.0,95,0
,Nepālī samālocanāko rūparekhā,Ravilāla Adhikārī,Nepali Literature,Articles on Nepali literary criticism.,1994,0.0,105,0
,Pragativādī Nepālī samālocanā,Ravilāla Adhikārī,Nepali Literature,Study on Nepali progressive literature.,1999,0.0,264,0
9789993336112.0,Sāhityika sandarbha,Ravilāla Adhikārī,Nepali Literature,Articles on the works of some contemporary Nepali authors.,2002,0.0,100,0
,Saṃskr̥tikā āyāma,Tejeśvara Bābu Gvaṅgaḥ,Nepali Literature,On Nepali literature.,1995,0.0,204,0
9789993312093.0,Hitaishī,Kamala Dīkshita,Nepali Literature,"Articles, chiefly on the works of selected modern Nepali authors.",2001,0.0,93,0
,Muḍkhule bāhuna,Kamala Dīkshita,Nepali Literature,Articles chiefly on the works of selected modern Nepali authors.,2004,0.0,61,0
,"Kehī anveshaṇa, kehī viśleshaṇa",Ghanaśyāma Upādhyāya Kan̐ḍela,Nepali Literature,On Nepali literature; articles.,1984,0.0,212,0
,Nepālī sāhityako śrībr̥ddhīmā Śāhavaṃśīya sr̥shṭāharuko yogadāna,Ushā Ṭhākura,Nepali Literature,Study on the literary writings of members of Shah dynasty of Nepal.,2002,0.0,114,0
,Sr̥shṭāko sirjanā ra drshṭāko samālocanātmaka dr̥shṭi,Ushā Ṭhākura,Nepali Literature,Articles on works of 20th century Nepali authors.,2002,0.0,156,0
,Nepālī sāhitya paricaya,Pūrṇa Rāī,Nepali Literature,Brief study of Nepali literature.,1999,0.0,64,0
,Pariśīlana,Narahari Ācārya,Nepali Literature,Literary criticism on Nepali literature.,1998,0.0,134,0
,Kehī kr̥ti ra kr̥tikāra,Kumārabahādura Jośī,Nepali Literature,Articles on the works of Nepali authors.,1997,0.0,195,0
9789993341857.0,Sirjanā ra vivecanā,Kumārabahādura Jośī,Nepali Literature,Articles on the works of modern Nepali authors.,2002,0.0,213,0
9789993341895.0,Manthana,Keśavaprasāda Upādhyāya,Nepali Literature,Articles on the works of contemporary Nepali authors.,2002,0.0,171,0
,Vicāra ra vyākhyā,Keśavaprasāda Upādhyāya,Nepali Literature,Articles on Nepali literature.,1983,0.0,283,0
,Tesro āyāma saiddhāntika cintana ra vivecanā,Aśesha Malla,Nepali Literature,"Study of Tesro āyāma, movement in modern Nepali literature.",1986,0.0,102,0
,Nepālī samālocanāko paramparā,Śobhākānti Thegima,Nepali Literature,Analytical treatise on the tradition of criticism on Nepali literature.,1992,0.0,167,0
,Samīkshā yātrā,"Subbā, Sūrya Kumāra of Darjeeling.",Nepali Literature,Articles on contemporary Nepali literature from India.,2003,0.0,106,0
9789994633487.0,"Sohra sr̥shṭi, sohrai dr̥shṭi",Yamabahādura Pauḍela Kshetrī,Nepali Literature,Literary criticism on the works of sixteen Nepali authors.,2005,0.0,173,0
,Ākhyānadekhi parākhyānasamma,Pempā Tāmāṅa,Nepali Literature,Articles on Nepali literature from India.,2005,0.0,162,0
,Divyāstra,Sonāma Chirīṅa,Nepali Literature,Articles on Nepali literature.,1993,0.0,76,0
,Nepālī sāhitya,Kamalā Sāṅkr̥tyāyana,Nepali Literature,History of Nepali literature.,1986,0.0,280,0
,Vicāra tathā vivecanā,Kamalā Sāṅkr̥tyāyana,Nepali Literature,"Articles, chiefly on Nepali literature.",1981,0.0,120,0
,Nepālī sāhityako saṅkshipta itihāsa,Dayārāma Śreshṭha,Nepali Literature,"A Nepali literary work titled 'Nepālī sāhityako saṅkshipta itihāsa' by Dayārāma Śreshṭha, featuring the stories, culture and voice of Nepal.",1977,0.0,159,0
,Prabandha-latā,Ḍillīrāma Timasinā,Nepali Literature,"A Nepali literary work titled 'Prabandha-latā' by Ḍillīrāma Timasinā, featuring the stories, culture and voice of Nepal.",1976,0.0,98,0
,Kehī sāhityika cintanaharū,Bāsu Rimāla,Nepali Literature,"A Nepali literary work titled 'Kehī sāhityika cintanaharū' by Bāsu Rimāla, featuring the stories, culture and voice of Nepal.",1975,0.0,168,0
,Kehī samālocanātmaka rekhāṅkanaharū,Anila Sigdela,Nepali Literature,"A Nepali literary work titled 'Kehī samālocanātmaka rekhāṅkanaharū' by Anila Sigdela, featuring the stories, culture and voice of Nepal.",1976,0.0,40,0
,Vikīrṇa cintana,Kumārabahādura Jośī,Nepali Literature,"A Nepali literary work titled 'Vikīrṇa cintana' by Kumārabahādura Jośī, featuring the stories, culture and voice of Nepal.",1976,0.0,151,0
,Sāhityika carcā,Yadu Nath Khanal,Nepali Literature,"A Nepali literary work titled 'Sāhityika carcā' by Yadu Nath Khanal, featuring the stories, culture and voice of Nepal.",1977,0.0,160,0
,"Kehī racanā, kehī vivecanā",Keśavaprasāda Upādhāya,Nepali Literature,"A Nepali literary work titled 'Kehī racanā, kehī vivecanā' by Keśavaprasāda Upādhāya, featuring the stories, culture and voice of Nepal.",1976,0.0,137,0
,Sāhityika anuśīlana,Bhānubhakta Pokharela,Nepali Literature,"A Nepali literary work titled 'Sāhityika anuśīlana' by Bhānubhakta Pokharela, featuring the stories, culture and voice of Nepal.",1978,0.0,142,0
,Nepālī sāhitya ra ālocanā,Ḍī. Pī Adhikārī,Nepali Literature,"A Nepali literary work titled 'Nepālī sāhitya ra ālocanā' by Ḍī. Pī Adhikārī, featuring the stories, culture and voice of Nepal.",1975,0.0,65,0
,Jñāna vijñānako diśā,Ḍillīrāma Timasinā,Nepali Literature,"A Nepali literary work titled 'Jñāna vijñānako diśā' by Ḍillīrāma Timasinā, featuring the stories, culture and voice of Nepal.",1976,0.0,230,0
,Akādamī nibandhāvalī,Lakkhīdevī Sundāsa,Nepali Literature,"A Nepali literary work titled 'Akādamī nibandhāvalī' by Lakkhīdevī Sundāsa, featuring the stories, culture and voice of Nepal.",1976,0.0,258,0
,Nepālī sāhityakā bhaupvālaharū,Jīvana Nāmadunga,Nepali Literature,"A Nepali literary work titled 'Nepālī sāhityakā bhaupvālaharū' by Jīvana Nāmadunga, featuring the stories, culture and voice of Nepal.",1978,0.0,176,0
,Dui-cāra harapha,Kancana Puḍāsainī,Nepali Literature,"A Nepali literary work titled 'Dui-cāra harapha' by Kancana Puḍāsainī, featuring the stories, culture and voice of Nepal.",1971,0.0,54,0
,Ān̐khījhyālabāṭa herdā,Bhīmakānta Upādhyāya,Nepali Literature,Articles on Nepali literature.,1994,0.0,156,0
9789388468589.0,History of modern Indian Nepali literature,Jīvana Nāmadunga,Nepali Literature,"A Nepali literary work titled 'History of modern Indian Nepali literature' by Jīvana Nāmadunga, featuring the stories, culture and voice of Nepal.",2019,0.0,136,0
9789994636501.0,Prārambhamā Paraśu Pradhāna,Paraśurāma Pradhāna,Nepali Literature,Collection of introductions to Nepali literary works.,2008,0.0,248,0
,Jantāko sāhitya,Ānandadeva Bhaṭṭa,Nepali Literature,"Articles, chiefly on Nepali literature.",1991,0.0,160,0
,Vyāvahārika samālocanā,Ānandadeva Bhaṭṭa,Nepali Literature,Articles on Nepali literature.,1991,0.0,129,0
9789993357506.0,"Pr̥thak sr̥jana, pr̥thak nirupaṇa",Jagadīśa Candra Bhaṇḍārī,Nepali Literature,Articles on modern Nepali literature.,2003,0.0,75,0
,Sāhitya,Jagadīśa Candra Bhaṇḍārī,Nepali Literature,Articles on contemporary Nepali literature.,1993,0.0,98,0
,Nepālī sāhityako bhūmika,Yajna Raj Satyal,Nepali Literature,"A Nepali literary work titled 'Nepālī sāhityako bhūmika' by Yajna Raj Satyal, featuring the stories, culture and voice of Nepal.",1970,0.0,118,0
,Saglo akshara,Kamalmani Acharya Dixit,Nepali Literature,Articles on Nepali literature.,1991,0.0,105,0
,Yasto pani,Kamalmani Acharya Dixit,Nepali Literature,"A Nepali literary work titled 'Yasto pani' by Kamalmani Acharya Dixit, featuring the stories, culture and voice of Nepal.",1957,0.0,118,0
9783424009088.0,Märchen aus Nepal,Günter Unbescheid,Nepali Literature,"A Nepali literary work titled 'Märchen aus Nepal' by Günter Unbescheid, featuring the stories, culture and voice of Nepal.",1987,0.0,239,0
9789993389415.0,Sindhu sāhityika itihāsa,Candraprasāda Nyaupāne,Nepali Literature,"History of Nepali literature from Sindhu Pālchok, Nepal.",2003,0.0,168,0
,"Kehī rahara, kehī ṭhahara",Nārāyaṇaprasāda Khanāla,Nepali Literature,Articles on Nepali literature.,1993,0.0,146,0
,Bhanne kurā,Kamalmani Acharya Dixit,Nepali Literature,"A Nepali literary work titled 'Bhanne kurā' by Kamalmani Acharya Dixit, featuring the stories, culture and voice of Nepal.",1975,0.0,281,0
,Sāhitya-cintana,Ratna Dhoj Joshi,Nepali Literature,"A Nepali literary work titled 'Sāhitya-cintana' by Ratna Dhoj Joshi, featuring the stories, culture and voice of Nepal.",1975,0.0,234,0
,Sāhitya vimarśa,Ratna Dhoj Joshi,Nepali Literature,"Articles, chiefly about Nepali literature.",1988,0.0,107,0
,Ādhunika Nepālī sāhityako jhalaka,Ratna Dhoj Joshi,Nepali Literature,"A Nepali literary work titled 'Ādhunika Nepālī sāhityako jhalaka' by Ratna Dhoj Joshi, featuring the stories, culture and voice of Nepal.",1964,0.0,471,0
,Kośī Añcalako sāhityika itihāsa,Ravimāna Lamajela,Nepali Literature,"History of Nepali literature from Kosī Zone, Nepal.",1993,0.0,175,0
,Mecī Añcalako sāhityika rupa-rekhā,Ravimāna Lamajela,Nepali Literature,"On Nepali literature from Mechī Zone, Nepal.",1985,0.0,0,0
,Dīrgha pratīkshā,Gaṇeśabahādura Prasāī,Nepali Literature,"A Nepali literary work titled 'Dīrgha pratīkshā' by Gaṇeśabahādura Prasāī, featuring the stories, culture and voice of Nepal.",1987,0.0,130,0
,Suvānandadāsadekhi rājīvalocanasamma,Gaṇeśabahādura Prasāī,Nepali Literature,History of Nepali literature; articles.,1987,0.0,174,0
,Nepālī sāhitya kā itihāsa,Dinanath,Nepali Literature,"A Nepali literary work titled 'Nepālī sāhitya kā itihāsa' by Dinanath, featuring the stories, culture and voice of Nepal.",1974,0.0,0,0
,Paryavekshaṇa,Jīvana Nāmaduṅga,Nepali Literature,Articles on contemporary Nepali literature.,1992,0.0,304,0
,Sāhitya ra samālocanā,Mohana Vikrama Siṃha,Nepali Literature,Articles on contemporary Nepali literature.,2006,0.0,212,0
,"Kehī kr̥ti, kehī pratikr̥ti",Narendra Cāpāgāīṃ,Nepali Literature,"A Nepali literary work titled 'Kehī kr̥ti, kehī pratikr̥ti' by Narendra Cāpāgāīṃ, featuring the stories, culture and voice of Nepal.",1981,0.0,132,0
,"Kehī sr̥shṭi, kehī dr̥shṭi",Narendra Cāpāgāīṃ,Nepali Literature,Articles on modern Nepali literature.,1986,0.0,156,0
,Sr̥janā ra dr̥shṭi,Raghu Nath Ghimire,Nepali Literature,Articles on Nepali literature.,1994,0.0,148,0
9789937200523.0,Arko deurālībāṭa,Kr̥shṇaprasāda Parājulī,Nepali Literature,Articles on contemporary Nepali literature.,2007,0.0,304,0
9789993358022.0,Deurālībāṭa,Kr̥shṇaprasāda Parājulī,Nepali Literature,"A Nepali literary work titled 'Deurālībāṭa' by Kr̥shṇaprasāda Parājulī, featuring the stories, culture and voice of Nepal.",2001,0.0,384,0
9789993334972.0,Samjhanākā kshitijamā,Kr̥shṇaprasāda Parājulī,Nepali Literature,Articles on the works of notable 20th century Nepali authors of Nepal and India.,2003,0.0,456,0
9789993359906.0,Sandarbha ra khojī,Jayadeva Bhaṭṭarāī,Nepali Literature,"Articles, chiefly on modern Nepali literature.",2001,0.0,74,0
9789994658725.0,Sr̥shṭimāthiko dr̥shṭi,Kulaprasāda Koirālā,Nepali Literature,Articles on Nepali literature.,2005,0.0,156,0
9789993323839.0,Samālocanākā kehī bānkīharu,Gopālaprasāda Bhaṇḍārī,Nepali Literature,Articles on modern Nepali literature.,2004,0.0,183,0
,Khojī-nīti,Śiva Regmī,Nepali Literature,Articles on 20th century Nepali literature.,2012,0.0,191,0
,"Bhūmikai, bhūmikāko, bhūmikā",Prema Choṭā,Nepali Literature,Collection of introduction written for the works of Nepali authors from western region.,2005,0.0,88,0
9789993310426.0,Rāpatīko sāhityika rūparekhā,Keśava Suvedī,Nepali Literature,"Study on Nepali literature from Rāptī Zone, Nepal.",2008,0.0,152,0
,Vagara māthiko janāvara mr̥tya,Vimala Ralpha,Nepali Literature,"A Nepali literary work titled 'Vagara māthiko janāvara mr̥tya' by Vimala Ralpha, featuring the stories, culture and voice of Nepal.",1968,0.0,34,0
